"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 25 11:41:26 CST 2021","Mon Oct 25 11:41:27 CST 2021","1223","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-2-4内存大小输入框验证/内存大小输入框输入特殊字符验证",""
"passed","Mon Oct 25 11:44:20 CST 2021","Mon Oct 25 11:44:23 CST 2021","2185","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-5-9VNC选择项验证/选择ON验证",""
"passed","Mon Oct 25 11:43:16 CST 2021","Mon Oct 25 11:43:18 CST 2021","1770","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-10发送突发值输入框验证/发送突发值输入框输入大于4194303验证",""
"passed","Mon Oct 25 11:40:55 CST 2021","Mon Oct 25 11:40:57 CST 2021","1275","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-1-3创建个数输入框验证/创建个数输入框输入为空验证",""
"passed","Mon Oct 25 11:44:25 CST 2021","Mon Oct 25 11:44:27 CST 2021","2171","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-5-11嵌套虚拟化选择项验证/选择ON验证",""
"passed","Mon Oct 25 11:40:45 CST 2021","Mon Oct 25 11:40:47 CST 2021","2694","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-1-1云服务器输入框验证/云服务器输入框输入为空验证",""
"passed","Mon Oct 25 11:42:17 CST 2021","Mon Oct 25 11:42:17 CST 2021","28","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-3-8链路冗余下拉框验证/链路冗余默认值验证：1",""
"passed","Mon Oct 25 11:43:40 CST 2021","Mon Oct 25 11:43:41 CST 2021","1740","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-13接收突发值输入框验证/接收突发值输入框输入大于4194303验证",""
"passed","Mon Oct 25 11:42:00 CST 2021","Mon Oct 25 11:42:03 CST 2021","2736","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-3-3存储池下拉框验证",""
"passed","Mon Oct 25 11:42:09 CST 2021","Mon Oct 25 11:42:09 CST 2021","28","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-3-5副本数下拉框验证/副本数默认值验证",""
"passed","Mon Oct 25 11:43:37 CST 2021","Mon Oct 25 11:43:37 CST 2021","23","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-13接收突发值输入框验证/接收突发值输入框默认值验证",""
"passed","Mon Oct 25 11:42:03 CST 2021","Mon Oct 25 11:42:03 CST 2021","25","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-3-4卷名称输入框验证/卷名称输入框默认值验证",""
"passed","Mon Oct 25 11:41:13 CST 2021","Mon Oct 25 11:41:13 CST 2021","20","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-2-2插槽数输入框验证/插槽数输入默认值验证",""
"passed","Mon Oct 25 11:43:03 CST 2021","Mon Oct 25 11:43:06 CST 2021","2883","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-8发送速率输入框验证/发送速率输入框输入小于0验证",""
"passed","Mon Oct 25 11:40:47 CST 2021","Mon Oct 25 11:40:48 CST 2021","1112","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-1-1云服务器输入框验证/云服务器输入框输入特殊字符验证",""
"passed","Mon Oct 25 11:40:58 CST 2021","Mon Oct 25 11:40:59 CST 2021","1695","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-1-3创建个数输入框验证/创建个数输入框输入大于100验证",""
"passed","Mon Oct 25 11:41:07 CST 2021","Mon Oct 25 11:41:07 CST 2021","34","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-2-1处理器输入框验证/处理器输入默认值验证",""
"passed","Mon Oct 25 11:42:56 CST 2021","Mon Oct 25 11:42:56 CST 2021","39","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-7虚拟交换机下拉框验证/虚拟交换机默认值验证",""
"broken","Mon Oct 25 11:42:56 CST 2021","Mon Oct 25 11:42:56 CST 2021","0","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-6队列数输入框验证/队列数输入框输入小于1验证",""
"passed","Mon Oct 25 11:41:27 CST 2021","Mon Oct 25 11:41:29 CST 2021","1666","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-2-4内存大小输入框验证/内存大小输入框输入大于256验证",""
"passed","Mon Oct 25 11:43:22 CST 2021","Mon Oct 25 11:43:22 CST 2021","21","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-11接收速率输入框验证/接收速率输入框默认值验证",""
"passed","Mon Oct 25 11:43:56 CST 2021","Mon Oct 25 11:43:56 CST 2021","57","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-5-1光驱下拉框验证/光驱下拉框默认为空验证",""
"passed","Mon Oct 25 11:44:23 CST 2021","Mon Oct 25 11:44:25 CST 2021","2263","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-5-10内存安全选择项验证/选择ON验证",""
"passed","Mon Oct 25 11:42:31 CST 2021","Mon Oct 25 11:42:36 CST 2021","5293","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-2网卡信息折叠功能验证",""
"passed","Mon Oct 25 11:42:11 CST 2021","Mon Oct 25 11:42:14 CST 2021","2683","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-3-6云盘类型下拉框验证/云盘类型选择值验证：高效云盘",""
"passed","Mon Oct 25 11:43:18 CST 2021","Mon Oct 25 11:43:21 CST 2021","2878","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-10发送突发值输入框验证/发送突发值输入框输入小于0验证",""
"passed","Mon Oct 25 11:41:14 CST 2021","Mon Oct 25 11:41:15 CST 2021","1153","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-2-2插槽数输入框验证/插槽数输入框输入特殊字符验证",""
"passed","Mon Oct 25 11:44:14 CST 2021","Mon Oct 25 11:44:14 CST 2021","30","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-5-6巨页内存选择项验证/默认选择OFF验证",""
"passed","Mon Oct 25 11:41:25 CST 2021","Mon Oct 25 11:41:26 CST 2021","1222","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-2-4内存大小输入框验证/内存大小输入框输入为空验证",""
"passed","Mon Oct 25 11:42:17 CST 2021","Mon Oct 25 11:42:21 CST 2021","3811","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-3-8链路冗余下拉框验证/链路冗余选择值验证：3",""
"passed","Mon Oct 25 11:43:14 CST 2021","Mon Oct 25 11:43:16 CST 2021","1816","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-10发送突发值输入框验证/发送突发值输入框输入特殊字符验证",""
"passed","Mon Oct 25 11:41:25 CST 2021","Mon Oct 25 11:41:25 CST 2021","30","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-2-4内存大小输入框验证/内存大小输入默认值验证",""
"passed","Mon Oct 25 11:41:16 CST 2021","Mon Oct 25 11:41:18 CST 2021","2309","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-2-2插槽数输入框验证/插槽数输入框输入小于1验证",""
"passed","Mon Oct 25 11:43:37 CST 2021","Mon Oct 25 11:43:38 CST 2021","1183","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-13接收突发值输入框验证/接收突发值输入框输入为空验证",""
"passed","Mon Oct 25 11:43:41 CST 2021","Mon Oct 25 11:43:46 CST 2021","5080","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-13接收突发值输入框验证/接收突发值输入框输入小于0验证",""
"passed","Mon Oct 25 11:43:07 CST 2021","Mon Oct 25 11:43:09 CST 2021","1298","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-9发送峰值输入框验证/发送峰值输入框输入特殊字符验证",""
"passed","Mon Oct 25 11:43:29 CST 2021","Mon Oct 25 11:43:31 CST 2021","1172","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-12接收峰值输入框验证/接收峰值输入框输入为空验证",""
"passed","Mon Oct 25 11:42:36 CST 2021","Mon Oct 25 11:42:36 CST 2021","58","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-3网卡下拉框验证/网卡类型默认值验证：本地网络",""
"passed","Mon Oct 25 11:42:09 CST 2021","Mon Oct 25 11:42:11 CST 2021","2690","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-3-5副本数下拉框验证/副本数选择值1验证",""
"passed","Mon Oct 25 11:43:56 CST 2021","Mon Oct 25 11:44:02 CST 2021","5436","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-5-1光驱下拉框验证/光驱下拉框选择值验证",""
"passed","Mon Oct 25 11:44:02 CST 2021","Mon Oct 25 11:44:02 CST 2021","52","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-5-2软驱下拉框验证/软驱下拉框默认为空验证",""
"passed","Mon Oct 25 11:41:20 CST 2021","Mon Oct 25 11:41:21 CST 2021","1150","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-2-3插槽核数输入框验证/插槽核数输入框输入特殊字符验证",""
"passed","Mon Oct 25 11:44:09 CST 2021","Mon Oct 25 11:44:09 CST 2021","36","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-5-4高可用选择项验证/默认选择ON验证",""
"passed","Mon Oct 25 11:44:27 CST 2021","Mon Oct 25 11:44:27 CST 2021","29","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-5-12数据本地化选择项验证/默认选择OFF验证",""
"passed","Mon Oct 25 11:41:37 CST 2021","Mon Oct 25 11:41:43 CST 2021","6045","test_case.calculate_module","test_cservermodule","TestServicePage","","","存储信息页参数校验",""
"passed","Mon Oct 25 11:41:07 CST 2021","Mon Oct 25 11:41:08 CST 2021","1250","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-2-1处理器输入框验证/处理器输入框输入为空验证",""
"passed","Mon Oct 25 11:44:43 CST 2021","Mon Oct 25 11:44:55 CST 2021","11617","test_case.calculate_module","test_cservermodule","TestServicePage","","","完成页页参数校验",""
"passed","Mon Oct 25 11:40:39 CST 2021","Mon Oct 25 11:40:41 CST 2021","1623","test_case.calculate_module","test_cservermodule","TestServicePage","","","云服务器页面入口校验",""
"passed","Mon Oct 25 11:42:59 CST 2021","Mon Oct 25 11:42:59 CST 2021","31","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-8发送速率输入框验证/发送速率输入框默认值验证",""
"passed","Mon Oct 25 11:42:05 CST 2021","Mon Oct 25 11:42:08 CST 2021","3180","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-3-4卷名称输入框验证/卷名称输入框输入大于32位字符验证",""
"passed","Mon Oct 25 11:42:42 CST 2021","Mon Oct 25 11:42:42 CST 2021","26","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-4适配器下拉框验证/适配器类型默认值验证：virtio",""
"passed","Mon Oct 25 11:43:26 CST 2021","Mon Oct 25 11:43:29 CST 2021","2865","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-11接收速率输入框验证/接收速率输入框输入小于0验证",""
"passed","Mon Oct 25 11:41:31 CST 2021","Mon Oct 25 11:41:37 CST 2021","5975","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-2-5基准类型下拉框验证/基准类型下拉框选择 arm/Phytium/Tengyun-S2500",""
"passed","Mon Oct 25 11:41:54 CST 2021","Mon Oct 25 11:41:56 CST 2021","1835","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-3-1磁盘大小输入框验证/磁盘大小输入框输入大于256T验证",""
"passed","Mon Oct 25 11:41:18 CST 2021","Mon Oct 25 11:41:20 CST 2021","1223","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-2-3插槽核数输入框验证/插槽核数输入框输入为空验证",""
"passed","Mon Oct 25 11:44:02 CST 2021","Mon Oct 25 11:44:07 CST 2021","5462","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-5-2软驱下拉框验证/软驱下拉框选择值验证",""
"passed","Mon Oct 25 11:43:38 CST 2021","Mon Oct 25 11:43:40 CST 2021","1797","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-13接收突发值输入框验证/接收突发值输入框输入特殊字符验证",""
"passed","Mon Oct 25 11:40:45 CST 2021","Mon Oct 25 11:40:45 CST 2021","115","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-1-1云服务器输入框验证/云服务器输入框弱提示验证",""
"passed","Mon Oct 25 11:42:29 CST 2021","Mon Oct 25 11:42:31 CST 2021","2232","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-1添加网卡功能验证",""
"passed","Mon Oct 25 11:44:29 CST 2021","Mon Oct 25 11:44:29 CST 2021","32","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-5-13启用双活选择项验证/默认选择OFF验证",""
"passed","Mon Oct 25 11:43:22 CST 2021","Mon Oct 25 11:43:23 CST 2021","1206","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-11接收速率输入框验证/接收速率输入框输入为空验证",""
"passed","Mon Oct 25 11:43:06 CST 2021","Mon Oct 25 11:43:06 CST 2021","23","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-9发送峰值输入框验证/发送峰值输入框默认值验证",""
"passed","Mon Oct 25 11:41:22 CST 2021","Mon Oct 25 11:41:25 CST 2021","2290","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-2-3插槽核数输入框验证/插槽核数输入框输入小于1验证",""
"passed","Mon Oct 25 11:40:55 CST 2021","Mon Oct 25 11:40:55 CST 2021","27","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-1-3创建个数输入框验证/创建个数输入默认值验证",""
"passed","Mon Oct 25 11:41:18 CST 2021","Mon Oct 25 11:41:18 CST 2021","24","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-2-3插槽核数输入框验证/插槽核数输入默认值验证",""
"passed","Mon Oct 25 11:41:10 CST 2021","Mon Oct 25 11:41:13 CST 2021","2256","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-2-1处理器输入框验证/处理器输入框输入小于1验证",""
"passed","Mon Oct 25 11:43:46 CST 2021","Mon Oct 25 11:43:56 CST 2021","9625","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-5 高级配置页参数校验",""
"passed","Mon Oct 25 11:42:50 CST 2021","Mon Oct 25 11:42:51 CST 2021","1196","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-6队列数输入框验证/队列数输入框输入特殊字符验证",""
"passed","Mon Oct 25 11:42:04 CST 2021","Mon Oct 25 11:42:05 CST 2021","1195","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-3-4卷名称输入框验证/卷名称输入框输入特殊字符验证",""
"passed","Mon Oct 25 11:41:13 CST 2021","Mon Oct 25 11:41:14 CST 2021","1209","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-2-2插槽数输入框验证/插槽数输入框输入为空验证",""
"passed","Mon Oct 25 11:43:06 CST 2021","Mon Oct 25 11:43:07 CST 2021","1188","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-9发送峰值输入框验证/发送峰值输入框输入为空验证",""
"passed","Mon Oct 25 11:44:11 CST 2021","Mon Oct 25 11:44:12 CST 2021","29","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-5-5重要云服务器选择项验证/默认选择中验证",""
"passed","Mon Oct 25 11:43:23 CST 2021","Mon Oct 25 11:43:25 CST 2021","1806","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-11接收速率输入框验证/接收速率输入框输入特殊字符验证",""
"passed","Mon Oct 25 11:41:43 CST 2021","Mon Oct 25 11:41:43 CST 2021","35","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-3-1磁盘大小输入框验证/磁盘大小默认为空时弱提示验证",""
"passed","Mon Oct 25 11:43:10 CST 2021","Mon Oct 25 11:43:13 CST 2021","2410","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-9发送峰值输入框验证/发送峰值输入框输入小于0验证",""
"passed","Mon Oct 25 11:44:25 CST 2021","Mon Oct 25 11:44:25 CST 2021","29","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-5-11嵌套虚拟化选择项验证/默认选择OFF验证",""
"passed","Mon Oct 25 11:42:42 CST 2021","Mon Oct 25 11:42:45 CST 2021","2907","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-4适配器下拉框验证/适配器类型选择值验证：rtl8139",""
"passed","Mon Oct 25 11:44:18 CST 2021","Mon Oct 25 11:44:18 CST 2021","27","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-5-8异常检测选择项验证/默认选择ON验证",""
"passed","Mon Oct 25 11:43:00 CST 2021","Mon Oct 25 11:43:02 CST 2021","1741","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-8发送速率输入框验证/发送速率输入框输入特殊字符验证",""
"passed","Mon Oct 25 11:42:49 CST 2021","Mon Oct 25 11:42:50 CST 2021","1273","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-6队列数输入框验证/队列数输入框输入为空验证",""
"passed","Mon Oct 25 11:41:15 CST 2021","Mon Oct 25 11:41:16 CST 2021","1142","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-2-2插槽数输入框验证/插槽数输入框输入大于4验证",""
"passed","Mon Oct 25 11:44:27 CST 2021","Mon Oct 25 11:44:29 CST 2021","2165","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-5-12数据本地化选择项验证/选择ON验证",""
"passed","Mon Oct 25 11:43:25 CST 2021","Mon Oct 25 11:43:26 CST 2021","1747","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-11接收速率输入框验证/接收速率输入框输入大于4194303验证",""
"passed","Mon Oct 25 11:40:50 CST 2021","Mon Oct 25 11:40:55 CST 2021","4919","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-1-2操作系统下拉框验证/操作系统下拉框选择验证",""
"passed","Mon Oct 25 11:43:09 CST 2021","Mon Oct 25 11:43:10 CST 2021","1756","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-9发送峰值输入框验证/发送峰值输入框输入大于4194303验证",""
"passed","Mon Oct 25 11:44:23 CST 2021","Mon Oct 25 11:44:23 CST 2021","28","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-5-10内存安全选择项验证/默认选择OFF验证",""
"passed","Mon Oct 25 11:44:18 CST 2021","Mon Oct 25 11:44:20 CST 2021","2168","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-5-8异常检测选择项验证/选择OFF验证",""
"passed","Mon Oct 25 11:41:58 CST 2021","Mon Oct 25 11:42:00 CST 2021","2170","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-3-2驱动类型选择项验证/选择ide验证",""
"passed","Mon Oct 25 11:42:46 CST 2021","Mon Oct 25 11:42:48 CST 2021","2157","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-5多队列设置开关验证/开启状态验证",""
"passed","Mon Oct 25 11:42:14 CST 2021","Mon Oct 25 11:42:17 CST 2021","2682","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-3-7存储介质下拉框验证/存储介质选择值验证：固态硬盘",""
"passed","Mon Oct 25 11:41:08 CST 2021","Mon Oct 25 11:41:09 CST 2021","1095","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-2-1处理器输入框验证/处理器输入框输入特殊字符验证",""
"passed","Mon Oct 25 11:43:31 CST 2021","Mon Oct 25 11:43:32 CST 2021","1356","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-12接收峰值输入框验证/接收峰值输入框输入特殊字符验证",""
"passed","Mon Oct 25 11:44:12 CST 2021","Mon Oct 25 11:44:14 CST 2021","2229","test_case.calculate_module","test_cservermodule","TestServicePage","","","重要云服务器选择项验证/选择高验证",""
"passed","Mon Oct 25 11:43:13 CST 2021","Mon Oct 25 11:43:13 CST 2021","25","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-10发送突发值输入框验证/发送突发值输入框默认值验证",""
"passed","Mon Oct 25 11:42:45 CST 2021","Mon Oct 25 11:42:46 CST 2021","1030","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-5多队列设置开关验证/默认关闭状态验证",""
"passed","Mon Oct 25 11:43:02 CST 2021","Mon Oct 25 11:43:03 CST 2021","1285","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-8发送速率输入框验证/发送速率输入框输入大于4194303验证",""
"passed","Mon Oct 25 11:42:11 CST 2021","Mon Oct 25 11:42:11 CST 2021","26","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-3-6云盘类型下拉框验证/云盘类型默认值验证：普通云盘1.0",""
"passed","Mon Oct 25 11:42:36 CST 2021","Mon Oct 25 11:42:42 CST 2021","5344","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-3网卡下拉框验证/网卡类型选择值验证：VPC网络",""
"passed","Mon Oct 25 11:42:51 CST 2021","Mon Oct 25 11:42:56 CST 2021","4505","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-6队列数输入框验证/队列数输入框输入大于2验证",""
"passed","Mon Oct 25 11:44:39 CST 2021","Mon Oct 25 11:44:43 CST 2021","4423","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-5-15启动配置选择项验证/选择标签验证",""
"passed","Mon Oct 25 11:43:21 CST 2021","Mon Oct 25 11:43:22 CST 2021","1080","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-11切换到接收按钮验证验证",""
"passed","Mon Oct 25 11:44:32 CST 2021","Mon Oct 25 11:44:35 CST 2021","3215","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-5-14绑定主资源池选择项验证/选择ON验证",""
"passed","Mon Oct 25 11:41:56 CST 2021","Mon Oct 25 11:41:58 CST 2021","2292","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-3-1磁盘大小输入框验证/内存大小输入框输入小于0.5验证",""
"passed","Mon Oct 25 11:41:29 CST 2021","Mon Oct 25 11:41:31 CST 2021","2265","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-2-4内存大小输入框验证/内存大小输入框输入小于1验证",""
"passed","Mon Oct 25 11:41:09 CST 2021","Mon Oct 25 11:41:10 CST 2021","1140","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-2-1处理器输入框验证/处理器输入框输入特殊字符验证",""
"passed","Mon Oct 25 11:44:35 CST 2021","Mon Oct 25 11:44:36 CST 2021","1626","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-5-15启动配置选择项验证/默认选择自动验证",""
"passed","Mon Oct 25 11:44:36 CST 2021","Mon Oct 25 11:44:39 CST 2021","2389","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-5-15启动配置选择项验证/选择主机验证",""
"passed","Mon Oct 25 11:44:16 CST 2021","Mon Oct 25 11:44:16 CST 2021","30","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-5-7启动选择项验证/默认选择BIOS验证",""
"passed","Mon Oct 25 11:42:21 CST 2021","Mon Oct 25 11:42:29 CST 2021","8302","test_case.calculate_module","test_cservermodule","TestServicePage","","","网卡信息页参数校验",""
"passed","Mon Oct 25 11:43:13 CST 2021","Mon Oct 25 11:43:14 CST 2021","1232","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-10发送突发值输入框验证/发送突发值输入框输入为空验证",""
"passed","Mon Oct 25 11:42:56 CST 2021","Mon Oct 25 11:42:59 CST 2021","2682","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-4-7虚拟交换机下拉框验证/虚拟交换机下拉框选择值验证",""
"passed","Mon Oct 25 11:42:03 CST 2021","Mon Oct 25 11:42:04 CST 2021","1235","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-3-4卷名称输入框验证/卷名称输入框输入为空验证",""
"passed","Mon Oct 25 11:42:14 CST 2021","Mon Oct 25 11:42:14 CST 2021","25","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-3-7存储介质下拉框验证/存储介质默认值验证：机械硬盘",""
"passed","Mon Oct 25 11:41:53 CST 2021","Mon Oct 25 11:41:54 CST 2021","1229","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-3-1磁盘大小输入框验证/磁盘大小输入框输入特殊字符验证",""
"passed","Mon Oct 25 11:44:29 CST 2021","Mon Oct 25 11:44:31 CST 2021","2164","test_case.calculate_module","test_cservermodule","TestServicePage","","","<1-5-13启用双活选择项验证/选择ON验证",""
